22,0.160519,0.0347215,0.122942
22,0.100939,0.0204744,0.117473
17,0.00483482,0.00121618,0.00371634
25,0.834087,0.170185,0.953241
11,0.000194888,0.00005807,0.000059723
21,0.0958537,0.0208199,0.0598791
4,0.000004669,0.000001883,0.000002494
26,5.0653,0.808048,1.90207
19,0.0306836,0.00673486,0.0159069
25,0.453302,0.0952933,0.964166
3,0.000002344,0.000001703,0.000001663
14,0.000709639,0.000203814,0.000447935
4,0.000002334,0.000001453,0.000001082
26,1.47269,0.26586,1.92909
22,0.0828658,0.0178908,0.122573
12,0.000192643,0.000057178,0.00011669
27,2.87596,0.572552,4.45327
9,0.000027282,0.000011301,0.000018866
25,1.13342,0.235771,0.953045
4,0.000002965,0.000002584,0.000002234
21,0.146275,0.0325271,0.0637375
16,0.00341573,0.000824866,0.00181793
25,1.27647,0.247384,0.965854
25,1.10573,0.212558,0.975028
26,1.10949,0.219419,1.99977
