29.1,484570739.0552316
29.2,518549679.1785105
29.3,554913903.9176407
29.4,593831024.3084517
29.5,635480439.8704613
29.6,680054168.4049981
29.7,727757734.2477235
29.8,778811119.0960945
29.9,833449779.8231292
30,891925738.0000008
