22,560670,8388606
22,351946,8388606
17,19270,262142
25,2573094,67108862
11,1070,4094
21,335498,4194302
4,14,30
26,15812362,134217726
19,115042,1048574
25,1319746,67108862
3,10,14
14,3474,32766
4,14,30
26,4424978,134217726
22,289922,8388606
12,1022,8190
27,7824874,268435454
9,142,1022
25,3408254,67108862
4,14,30
21,513162,4194302
16,15138,131070
25,3719538,67108862
25,3133290,67108862
26,3397470,134217726

